AMI,ARI,NMI,accuracy,completeness,f1_score,homogenity,inertia,init,mutual_info,n_clusters,precision,recall,silhouette,time,v-measure
0.01360021275937502,0.05132520288375257,0.014546190119377992,0.527,0.014684104206880677,0.5221514508138712,0.014409571330196791,2320.844198270277,k-means++,0.008802292733530864,2,0.517391304347826,0.527,0.1553102389902605,0.024191856384277344,0.014545542499051654
0.008095988204088581,0.02297937516582691,0.011936883197743779,0.28,0.009027107066116211,0.33012848290505703,0.015784589618020532,2089.272316772836,k-means++,0.009642242320235028,3,0.494994665160359,0.28,0.13763461681979589,0.029102087020874023,0.011485645846031772
0.004015849645322554,0.007656948722803062,0.007627825804230017,0.316,0.005122610930189605,0.4170877333005894,0.011358216989851257,1935.9790579781543,k-means++,0.00693832929409352,4,0.6279874213836477,0.316,0.1263344313925823,0.04369616508483887,0.007060777138377289
0.003922167998748188,0.010379909060682315,0.00830212060631691,0.285,0.0052141960052157306,0.3778076637788868,0.013218760187167179,1835.506423708288,k-means++,0.00807486871576489,5,0.5888835179765886,0.285,0.13319194812176066,0.046700239181518555,0.007478475600165964
0.0056045525199676875,0.010368463109470627,0.011873197279306693,0.189,0.007044090799508545,0.282449380976494,0.020012918295029828,1770.6656373193634,k-means++,0.012225177366375004,6,0.6492173162042536,0.189,0.12394214092414817,0.055262088775634766,0.010420428447266337
0.006667190166906877,0.009969455826777732,0.014394995120749593,0.275,0.008298884079867704,0.3809796662911101,0.02496912627434939,1729.840407820354,k-means++,0.015252747894500943,7,0.6306761565836299,0.275,0.12094481729570822,0.06870698928833008,0.012457365638647976
0.012849066218709805,0.00859253741464519,0.026677952281748452,0.094,0.014539007496014776,0.15649078450425635,0.04895197544552693,1677.6255813325504,k-means++,0.029903014314740087,8,0.5248341328978259,0.094,0.09415565170373387,0.05799508094787598,0.022419345392795244
0.013778239444038224,0.012764235205472638,0.02935496490520677,0.094,0.015619401351471118,0.14992466835703525,0.0551694616967353,1648.45355366882,k-means++,0.03370105471412038,9,0.5351626016260164,0.094,0.10438805339726517,0.06939697265625,0.02434603205871816
0.006373135943076483,0.015437049124300403,0.015941153811229722,0.087,0.008446795129885625,0.1228643387107753,0.03008482873393957,1591.9664960020878,k-means++,0.018377747906998997,10,0.5616192318319978,0.087,0.1272607166031228,0.06841111183166504,0.013190224514355897
0.011898177712272003,0.0025927470589030073,0.027488412963087593,0.111,0.014020056789801102,0.18113562254098986,0.053895134560290284,1562.9818902312463,k-means++,0.03292261375732629,11,0.6266766616691654,0.111,0.10264374336817544,0.06922698020935059,0.022251659229941198
0.007990836387981013,0.006958165736660729,0.020353740523128622,0.146,0.010302606049507888,0.23078231292517007,0.04021067594860005,1522.3159828680357,k-means++,0.024563266498497056,12,0.5515886287625418,0.146,0.11477642364559708,0.07332801818847656,0.016402606874697453
0.005822981870086672,0.011148231920621312,0.016556446952490294,0.054,0.008314722133198024,0.0968385574654533,0.032967540141379835,1508.3296018859069,k-means++,0.020138693398930672,13,0.4772972972972973,0.054,0.12663446498584613,0.07545995712280273,0.013280083047165235
0.014671100996016848,0.009160691390244726,0.03524904176180807,0.072,0.017194326624579294,0.12257177006517375,0.07226191360989632,1473.8949380277747,k-means++,0.04414222342246032,14,0.4151898734177215,0.072,0.10495065785315855,0.08115410804748535,0.027778832239516434
0.016314620101105928,0.01151413931750894,0.0394585002725529,0.084,0.018942586185523507,0.13521118828608975,0.08219433336663093,1440.295522028397,k-means++,0.05020958408487424,15,0.5420901639344263,0.084,0.1080290720912828,0.09977197647094727,0.030789414007337937
0.01215416727737438,0.009457238738399442,0.03123107554165093,0.09,0.014987010914053842,0.15648452651994266,0.06508169541490486,1428.5436654489567,k-means++,0.03975608444617501,16,0.5998931623931625,0.09,0.1174447210618505,0.09145808219909668,0.02436357783728893
0.013738385916193812,0.007828800253326931,0.035348474365690066,0.042,0.016642673492233445,0.0779459863564153,0.07507896135587545,1406.6422588359355,k-means++,0.04586305732766317,17,0.6519736842105263,0.042,0.10076832023082702,0.09907007217407227,0.027245799577189065
0.011442516874145213,0.008721019201754058,0.031056852959045457,0.072,0.014472493630214592,0.12135352884305507,0.06664560651152064,1393.8073982064684,k-means++,0.040711421906685114,18,0.7028571428571428,0.072,0.10598992284641576,0.09991002082824707,0.023780835942520336
0.017803148253024096,0.010602256220151299,0.045345994962692024,0.029,0.020937439727738483,0.05348484848484848,0.09820968016601869,1365.202289583343,k-means++,0.05999278772964932,19,0.3730769230769231,0.029,0.1120325076059963,0.10930466651916504,0.03451630657946319
0.019499275616028593,0.0065243218836437715,0.049916021863146226,0.041,0.022700180761250015,0.07399477100613053,0.10976164748852373,1346.0131475210999,k-means++,0.06704947218547229,20,0.4412393162393163,0.041,0.09828189914054497,0.1150369644165039,0.03762003396093619
0.011360441897742823,0.004804681654329893,0.032586002640262055,0.046,0.014714029606726917,0.08426723519108738,0.07216565389984764,1320.751590483825,k-means++,0.04408342180186542,21,0.6672336328626444,0.046,0.1019665755443867,0.11122679710388184,0.02444409383675555
0.013104447438674323,0.007207982903342527,0.03691784482923467,0.033,0.016591931559682267,0.05998084291187739,0.08214397835073695,1311.643394820574,k-means++,0.0501788240032352,22,0.60875,0.033,0.11269582448527513,0.11262726783752441,0.027607529379574287
0.012858145714412727,0.005658283078803954,0.036890650935990275,0.048,0.016466340466448518,0.08784757022994759,0.08264860849039672,1300.3238900867084,k-means++,0.05048708454129433,23,0.6704100367197061,0.048,0.10507992195398574,0.12383008003234863,0.027461450382699107
0.016373081601108043,0.007767164086175986,0.045282726696681715,0.041,0.020088365948321876,0.07706236929511626,0.10207526796163656,1280.2591259812802,k-means++,0.062354137320451336,24,0.6723076923076923,0.041,0.10601414795311917,0.12679767608642578,0.033570143118003916
